refrain	1350
killing	1351
more	1352
Each	1353
realme	1354
its	1355
own	1356
borders	1357
guard	1358
Shouldst	1359
thou	1360
invaders	1361
out	1362
thy	1363
door	1364
Wherefore	1365
dost	1366
kill	1367
hard	1368
迢	1369
兵	1370
内	1371
荆	1372
杞	1373
割	1374
卫	1375
秀	1376
略	1377
崤	1378
函	1379
户	1380
防	1381
焉	1382
疾	1383
驱	1384
塞	1385
芦	1386
岐	1387
薛	1388
制	1389
贼	1390
近	1391
退	1392
扼	1393
寇	1394
叫	1395
阍	1396
速	1397
司	1398
谪	1399
樽	1400
俎	1401
常	1402
醒	1403
柱	1404
观	1405
抱	1406
塘	1407
滟	1408
滪	1409
堆	1410
绝	1411
恋	1412
浦	1413
妾	1414
渔	1415
箸	1416
垂	1417
鸟	1418
绿	1419
杨	1420
更	1421
攀	1422
灯	1423
斑	1424
况	1425
rises	1426
Tianshan	1427
Out	1428
boundless	1429
cloudy	1430
wan	1431
For	1432
thousands	1433
miles	1434
winds	1435
continue	1436
blow	1437
Until	1438
upon	1439
Yumenguan	1440
they	1441
themselves	1442
Baidengshan	1443
dynast	1444
Han	1445
Gaozu	1446
Was	1447
cornered	1448
seven	1449
Mo	1450
Du	1451
On	1452
movement	1453
Hus	1454
attempted	1455
spy	1456
Their	1457
advance	1458
scouts	1459
reaching	1460
far	1461
Qinghai	1462
From	1463
earliest	1464
times	1465
men	1466
gone	1467
war	1468
return	1469
battle	1470
never	1471
saw	1472
Prospects	1473
frontier	1474
driven	1475
them	1476
mad	1477
Homesickness	1478
marked	1479
face	1480
lined	1481
sad	1482
Tonight	1483
living	1484
mansions	1485
spare	1486
time	1487
thinking	1488
man	1489
slaughtered	1490
prime	1491
Moonlight	1492
capital	1493
sound	1494
pounding	1495
clothes	1496
near	1497
Is	1498
brought	1499
autumn	1500
which	1501
can't	1502
longings	1503
far-off	1504
can	1505
we	1506
vanquish	1507
barbarian	1508
So	1509
longer	1510
go	1511
峥	1512
嵘	1513
丞	1514
府	1515
凰	1516
瑶	1517
晴	1518
弄	1519
惠	1520
乐	1521
初	1522
珍	1523
禽	1524
网	1525
游	1526
托	1527
衔	1528
Where	1529
two	1530
poets	1531
parted	1532
scene	1533
seems	1534
brokenhearted	1535
moon’s	1536
left	1537
flows	1538
sigh	1539
pool	1540
reflects	1541
sunlight	1542
Bamboos	1543
shiver	1544
night	1545
present	1546
past	1547
Long	1548
long	1549
friendship	1550
last	1551
above	1552
Mountain	1553
hangs	1554
clouds	1555
Winds	1556
ten	1557
Passing	1558
Yumen	1559
Pass	1560
known	1561
Gate	1562
Emperor	1563
Liu	1564
Bang	1565
Dynasty	1566
Besieged	1567
enemy	1568
Bai	1569
Deng	1570
Mount	1571
bay	1572
peered	1573
Turks	1574
No	1575
returns	1576
ever	1577
since	1578
ancient	1579
such	1580
places	1581
where	1582
there	1583
goes	1584
Guards	1585
homesick	1586
always	1587
They	1588
watch	1589
painful	1590
eyes	1591
You	1592
could	1593
imagine	1594
parents	1595
wives	1596
Should	1597
tall	1598
buildings	1599
this	1600
乳	1601
窟	1602
仙	1603
鼠	1604
鸦	1605
溪	1606
茗	1607
歇	1608
根	1609
柯	1610
洒	1611
津	1612
服	1613
润	1614
肌	1615
丛	1616
接	1617
曝	1618
掌	1619
拍	1620
崖	1621
肩	1622
举	1623
宗	1624
禅	1625
伯	1626
赠	1627
佳	1628
篇	1629
烛	1630
盐	1631
顾	1632
妍	1633
诸	1634
越	1635
握	1636
情	1637
郊	1638
郁	1639
叨	1640
承	1641
物	1642
饯	1643
素	1644
案	1645
霞	1646
烂	1647
筌	1648
屣	1649
壶	1650
仰	1651
易	1652
钟	1653
峰	1654
牖	1655
窗	1656
把	1657
炼	1658
液	1659
灵	1660
恬	1661
但	1662
觉	1663
绪	1664
冰	1665
则	1666
改	1667
了	1668
失	1669
遥	1670
遍	1671
豕	1672
就	1673
仍	1674
桑	1675
翛	1676
装	1677
驾	1678
又	1679
必	1680
七	1681
劳	1682
产	1683
挹	1684
柳	1685
巴	1686
片	1687
骏	1688
巡	1689
冉	1690
趋	1691
竞	1692
羁	1693
束	1694
贱	1695
贫	1696
骸	1697
邻	1698
递	1699
哭	1700
鄙	1701
巫	1702
峡	1703
甘	1704
滞	1705
忘	1706
任	1707
荣	1708
辱	1709
班	1710
及	1711
给	1712
编	1713
蓬	1714
药	1715
用	1716
条	1717
蔓	1718
排	1719
顺	1720
弦	1721
钩	1722
曲	1723
暄	1724
候	1725
樵	1726
willow	1727
dropped	1728
Cuckoos	1729
begin	1730
screams	1731
told	1732
Longbiao	1733
Would	1734
across	1735
Five	1736
Screams	1737
Ive	1738
nothing	1739
else	1740
send	1741
grieved	1742
Which	1743
wink	1744
west	1745
Yelang	1746
soon	1747
sharp	1748
gale	1749
wide	1750
apes	1751
whimpering	1752
Birds	1753
flying	1754
homeward	1755
clear	1756
lake	1757
sand	1758
Leaves	1759
dropping	1760
spray	1761
waterfall	1762
While	1763
watched	1764
rolling	1765
away.	1766
Sad	1767
now	1768
years	1769
climb	1770
height	1771
alone	1772
Ill	1773
fortune	1774
has	1775
laid	1776
bitter	1777
frost	1778
temples	1779
Heart-ache	1780
weariness	1781
thick	1782
dust	1783
丽	1784
藻	1785
航	1786
箧	1787
笥	1788
拟	1789
村	1790
冻	1791
县	1792
红	1793
梅	1794
放	1795
先	1796
蹋	1797
炉	1798
置	1799
兰	1800
徐	1801
锡	1802
heard	1803
Dongdng	1804
:	1805
ascend	1806
Yueyang	1807
Her	1808
waters	1809
divide	1810
Wu	1811
Chu	1812
southeast	1813
universe	1814
sun	1815
Surface	1816
Not	1817
friends	1818
Old	1819
sick	1820
solitary	1821
boat	1822
As	1823
rages	1824
northern	1825
mountain	1826
passes	1827
Leaning	1828
balustrade	1829
cannot	1830
control	1831
tears	1832
罢	1833
节	1834
宴	1835
纪	1836
堑	1837
劫	1838
涕	1839
饮	1840
8	1841
襄	1842
铜	1843
鞮	1844
渌	1845
deprived	1846
swallow	1847
spring	1848
Along	1849
stealth	1850
gates	1851
doors	1852
locked	1853
rivershore	1854
Willows	1855
reeds	1856
adore	1857
remember	1858
banners	1859
streamed	1860
tide	1861
To	1862
Southern	1863
Park	1864
everything	1865
beautified	1866
first	1867
